stock_code,stock_name,stock_name_en,market,dart_corp_code,aliases
023790,동일스틸럭스,,,00172945,
023800,인지컨트롤스,,,00103510,
023810,인팩,,,00180795,
023890,한국아트라스비엑스,,,00159290,
023900,풍국주정,,,00155452,
023910,대한약품,,,00113128,
023960,에쓰씨엔지니어링,,,00121969,
024060,흥구석유,,,00167004,
024070,WISCOM,,,00142865,
024090,디씨엠,,,00177199,
024100,제일저축은행,,,00174129,
024110,기업은행,,,00149646,
024120,KB오토시스,,,00157539,
024660,하림홀딩스,,,00156044,
024720,콜마홀딩스,,,00203290,
024740,한일단조,,,00162832,
024800,유성티엔에스,,,00173999,
024810,이화전기공업,,,00145738,
024830,세원물산,,,00173591,
024840,KBI메탈,,,00158024,
024850,HLB이노베이션,,,00155586,
024870,유성티에스아이,,,00144562,
024880,케이피에프,,,00157636,
024890,대원화성,,,00112022,
024900,디와이덕양,,,00114154,
024910,경창산업,,,00102353,
024940,PN풍년,,,00133557,
024950,삼천리자전거,,,00128607,
025000,KPX케미칼,,,00191472,
025270,부산방직공업,,,00124018,
025320,시노펙스,,,00203023,
025340,그린기술투자,,,00116073,
025440,DH오토웨어,,,00110583,
025450,한마음상호저축은행,,,00173254,
025460,팬텀엔터테인먼트그룹,,,00197324,
025530,에스제이엠홀딩스,,,00181943,
025540,한국단자공업,,,00157070,
025550,한국선재,,,00158015,
025560,미래산업,,,00197759,
025610,한국저축은행,,,00104704,
025620,차AI헬스케어,,,00136776,
025690,동방라이텍,,,00203458,
025750,한솔홈데코,,,00203582,
025770,한국정보통신,,,00159342,
025820,이구산업,,,00145464,
025830,한국합섬,,,00160445,
025850,한화화인케미칼,,,00160612,
025860,남해화학,,,00107987,
025870,신라에스지,,,00136004,
025880,케이씨피드,,,00101752,
025890,한국주강,,,00159564,
025900,동화기업,,,00173032,
025920,우경,,,00183914,
025930,팬택자산관리,,,00207542,
025950,동신건설,,,00116408,
025970,알덱스,,,00114215,
025980,아난티,,,00161781,
026040,제이에스티나,,,00120289,
026150,특수건설,,,00186939,
026180,현대정보기술,,,00200956,
026220,에스티씨라이프,,,00133317,
026230,아이디에이치,,,00113632,
026250,삼우이엠씨,,,00127370,
026260,위너지스,,,00207223,
026540,제일창업투자,,,00114826,
026870,코원에너지서비스,,,00112907,
026890,스틱인베스트먼트,,,00117498,
026910,광진실업,,,00104120,
026940,부국철강,,,00123781,
026960,동서,,,00144395,
026970,대백저축은행,,,00110060,
027040,서울전자통신,,,00130587,
027050,코리아나,,,00152589,
027350,텔슨전자,,,00208374,
027360,아주IB투자,,,00156895,
027390,한화갤러리아타임월드,,,00117258,
027410,BGF,,,00219097,
027440,코리아이앤디,,,00172103,
027580,상보,,,00129615,
027700,대백쇼핑,,,00110079,
027710,팜스토리,,,00192499,
027740,마니커,,,00204208,
027830,대성창투,,,00109037,
027840,한국고덴시,,,00156734,
027970,한국제지,,,00133706,
028040,미래SCI,,,00111865,
028050,삼성E&A,,,00126308,
028080,휴맥스홀딩스,,,00219440,
028090,네오퍼플,,,00121251,
028100,동아지질,,,00178754,
028150,지에스홈쇼핑,,,00207755,
028260,삼성물산,,,00149655,
028300,HLB,,,00199252,
028670,팬오션,,,00122737,
029460,케이씨,,,00209780,
029480,광무,,,00186452,
029530,신도리코,,,00135795,
029780,삼성카드,,,00126292,
029960,코엔텍,,,00197476,
030000,제일기획,,,00148276,
030030,중앙디자인,,,00200761,
030190,NICE평가정보,,,00158325,
030200,케이티,,,00190321,
030210,다올투자증권,,,00156859,
030270,에스마크,,,00100258,
030350,드래곤플라이,,,00230036,
030390,쏠라엔텍,,,00268020,
030420,디패션,,,00228916,
030520,한글과컴퓨터,,,00204262,
030530,원익홀딩스,,,00216647,
030610,교보증권,,,00113359,
030720,동원수산,,,00118044,
030790,비케이탑스,,,00273615,
030950,보진재,,,00123514,
030960,양지사,,,00139685,
031150,국민은행,,,00104467,
031210,서울보증보험,,,00112998,
031310,아이즈비전,,,00200910,
031330,에스에이엠티,,,00128661,
031390,녹십자셀,,,00198378,
031430,신세계인터내셔날,,,00234412,
031440,신세계푸드,,,00274933,
031510,오스템,,,00175173,
031800,에스티앤아이,,,00267997,
031820,아이티센씨티에스,,,00186559,
031860,디에이치엑스컴퍼니,,,00180865,
031920,조은저축은행,,,00136095,
031950,에듀패스,,,00130860,
031960,동산진흥,,,00267775,
031970,엠바이엔,,,00218654,
031980,피에스케이홀딩스,,,00208444,
031990,대선조선,,,00110307,
032030,일공공일안경콘택트,,,00107358,
032040,씨앤에스자산관리,,,00173731,
032050,후야인포넷,,,00194372,
032080,아즈텍WB,,,00201131,
032150,으뜸상호저축은행,,,00148188,
032180,이수세라믹,,,00145534,
032190,다우데이타,,,00238782,
032280,삼일,,,00127909,
032290,케이디지엠텍,,,00183215,
032300,한국파마,,,00187770,
032350,롯데관광개발,,,00231372,
032380,핸디소프트,,,00231521,
032390,케이티프리텔,,,00244871,
032420,터보테크,,,00229818,
032500,케이엠더블유,,,00226352,
032540,TJ미디어,,,00201733,
032560,황금에스티,,,00218575,
032570,카라반케이디이,,,00101442,
032580,피델릭스,,,00189538,
032590,엔토리노,,,00119733,
032600,애드모바일,,,00231567,
032610,에스오케이,,,00179832,
032620,GC메디아이,,,00220057,
032640,LG유플러스,,,00231363,
032680,소프트센,,,00204226,
032710,신한카드,,,00307897,
032750,삼진,,,00173351,
032790,엠젠솔루션,,,00110884,
032800,판타지오,,,00231691,
032820,우리기술,,,00231044,
032830,삼성생명,,,00126256,
032850,비트컴퓨터,,,00231707,
032860,더라미,,,00205687,
032930,에이스앤파트너스,,,00200798,
032940,원익,,,00210980,
032960,동일기연,,,00199076,
032980,바이온,,,00232089,
033020,세아메탈,,,00206084,
033030,지오엠씨,,,00232317,
033050,제이엠아이,,,00222435,
033100,제룡전기,,,00185356,
033110,코너스톤네트웍스,,,00194275,
033130,디지틀조선,,,00231442,
033160,엠케이전자,,,00121686,
033170,시그네틱스,,,00158219,
033180,케이에이치필룩스,,,00193009,
033190,폴켐,,,00130204,
033200,모아텍,,,00241209,
033210,삼화기연,,,00267793,
033220,피엔에스커튼월,,,00107303,
033230,인성정보,,,00229021,
033240,자화전자,,,00146861,
033250,체시스,,,00125576,
033260,쌈지,,,00225140,
033270,유나이티드,,,00158963,
033280,어울림엘시스,,,00206127,
033290,로젠,,,00155948,
033310,엠투엔,,,00143226,
033320,제이씨현시스템,,,00223513,
033330,두림티앤씨,,,00119423,
033340,좋은사람들,,,00205003,
033430,디에스티,,,00244419,
033500,동성화인텍,,,00231105,
033530,SJG세종,,,00134510,
033540,파라텍,,,00105138,
033550,일레덱스홀딩스,,,00268011,
033560,블루콤,,,00238001,
033600,럭슬,,,00264787,
033630,에스케이브로드밴드,,,00243988,
033640,네패스,,,00227333,
033660,우리금융캐피탈,,,00209443,
033720,블루스톤디앤아이,,,00257194,
033780,케이티앤지,,,00244455,
033790,피노,,,00276083,
033830,티비씨,,,00204642,
033850,지노시스템,,,00244589,
033880,룩소네이트,,,00244862,
033920,무학,,,00121543,
034010,트라이써클,,,00251482,
034020,두산에너빌리티,,,00159616,
034120,SBS,,,00130772,
034220,LG디스플레이,,,00105873,
034230,파라다이스,,,00171265,
034300,신세계건설,,,00217947,
034310,NICE,,,00158316,
034510,무한투자,,,00240398,
034590,인천도시가스,,,00145862,
034600,글로웍스,,,00251190,
034660,제넥셀세인,,,00211271,
034730,SK,,,00181712,
034750,현대에이치씨엔동작방송,,,00255071,
034810,해성산업,,,00219361,
034830,한국토지신탁,,,00233653,
034940,조아제약,,,00231831,
034950,한국기업평가,,,00156956,
035000,HS애드,,,00140168,
035010,소예,,,00134909,
035080,그래디언트,,,00244561,
035150,백산,,,00122551,
035200,프럼파스트,,,00356389,
035210,티브로드도봉강북방송,,,00244729,
035250,강원랜드,,,00255619,
035270,청람디지탈,,,00220552,
035290,골드앤에스,,,00249502,
035400,쓰리디넷,,,00223346,
035420,NAVER,,,00266961,
035430,드림라인,,,00249034,
035450,지아이바이오,,,00259439,
035460,기산텔레콤,,,00258421,
035480,글로앤웰,,,00255141,
035500,써니트렌드,,,00255309,
035510,신세계I&C,,,00219486,
035600,KG이니시스,,,00264547,
035610,솔본,,,00249982,
035620,바른손이앤에이,,,00259590,
035710,씨엘엘씨디,,,00259493,
035720,카카오,,,00258801,
035760,CJ ENM,,,00265324,
035780,그로웰텔레콤,,,00259916,
035810,이지홀딩스,,,00242378,
035830,메카포럼,,,00246383,
035870,호성,,,00261601,
035890,서희건설,,,00219848,
035900,JYP Ent.,,,00258689,
035910,현대멀티캡,,,00258731,
035950,케이알,,,00242439,
035960,바이오시스,,,00265157,
036000,예림당,,,00259934,
036010,아비코전자,,,00138598,
036020,한아시스템,,,00244932,
036030,케이티알파,,,00260958,
036060,한강구조조정기금,,,00277985,
036090,위지트,,,00258360,
036120,서울평가정보,,,00260745,
036170,에이치엠넥스,,,00232821,
036180,지더블유바이텍,,,00257149,
036190,금화피에스시,,,00176516,
036200,유니셈,,,00260569,
036210,태산엘시디,,,00255840,
036220,오상헬스케어,,,00260657,
036260,이매진아시아,,,00122339,
036270,헤쎄나,,,00237260,
036280,남산물산,,,00188122,
036360,쓰리소프트,,,00260903,
036420,콘텐트리중앙,,,00203315,
036460,한국가스공사,,,00261285,
036480,대성미생물,,,00177320,
036490,에스케이머티리얼즈,,,00110051,
036500,에스에스컴텍,,,00267960,
036530,SNT홀딩스,,,00225159,
036540,SFA반도체,,,00301246,
036550,에이스디지텍,,,00221320,
036560,KZ정밀,,,00141389,
036570,NC,,,00261443,
036580,팜스코,,,00260408,
036590,케이엔티,,,00325918,
036600,지니웍스,,,00141440,
036610,지디코프,,,00254009,
036620,감성코퍼레이션,,,00261009,
036630,세종텔레콤,,,00268002,
036640,HRS,,,00230911,
036660,플러스프로핏,,,00259606,
036670,삼양케이씨아이,,,00265041,
036690,코맥스,,,00268118,
036710,심텍홀딩스,,,00152127,
036720,한빛네트,,,00260985,
036760,케이엔에스홀딩스,,,00265218,
036790,자강,,,00256292,
036800,나이스정보통신,,,00264945,
036810,에프에스티,,,00223434,
036820,비이티,,,00248956,
036830,솔브레인홀딩스,,,00247975,
036840,휴코드홀딩스,,,00165361,
036850,나리지*온,,,00208693,
036880,맥시스템,,,00247762,
036890,진성티이씨,,,00174208,
036900,이레아이엔씨,,,00154693,
036910,세원텔레콤,,,00241120,
036920,지앤에스티,,,00240088,
036930,주성엔지니어링,,,00252135,
037010,넷컴스토리지,,,00247902,
037020,한와이어리스,,,00178471,
037030,파워넷,,,00231354,
037060,시큐어소프트,,,00300256,
037070,파세코,,,00238153,
037110,제이에스,,,00246189,
037120,한신코퍼레이션,,,00253514,
037150,씨제이인터넷,,,00248691,
037220,넥스텔,,,00265254,
037230,한국팩키지,,,00198192,
037240,평안물산,,,00260693,
037250,대흥멀티미디어통신,,,00260639,
037270,YG PLUS,,,00249247,
037320,시노펙스그린테크,,,00261212,
037330,인지디스플레,,,00265421,
037340,에이치씨코퍼레이션,,,00241236,
037350,성도이엔지,,,00216498,
037370,EG,,,00261054,
037380,에이원마이크로,,,00164195,
037400,우리엔터프라이즈,,,00155692,
037440,희림,,,00236863,
037460,삼지전자,,,00128315,
037500,미래에셋굿라이프혼합형자녀를위한펀드5-1,,,00277727,
037510,미래에셋굿라이프혼합형자녀를위한투자회사10-1,,,00297970,
037540,네스테크,,,00259536,
037550,클라스타,,,00314000,
037560,LG헬로비전,,,00222532,
037600,씨모스,,,00247939,
037620,미래에셋증권,,,00311030,
037630,에스비엠,,,00265227,
037640,지에스엔텍,,,00248053,
037650,성진산업,,,00246815,
037700,토자이홀딩스,,,00265263,
037710,광주신세계,,,00220561,
037730,쓰리알,,,00255266,
037750,엔써커뮤니티,,,00260888,
037760,쎄니트,,,00239596,
037830,글로포스트,,,00261188,
037950,엘컴텍,,,00242712,
038010,제일테크노스,,,00148595,
038050,트래픽아이티에스,,,00263955,
038060,루멘스,,,00406329,
038070,서린바이오,,,00373447,
038100,아이엠아이티,,,00260921,
038110,에코플라스틱,,,00139153,
038120,에이디모터스,,,00266989,
038160,팍스넷,,,00334624,
038290,마크로젠,,,00261373,
038320,어울림정보기술,,,00261124,
038340,무궁화인포메이션테크놀로지,,,00215976,
038390,레드캡투어,,,00261355,
038400,외환신용카드,,,00170451,
038410,트라이콤,,,00261461,
038420,씨엔씨엔터프라이즈,,,00234555,
038460,바이오스마트,,,00240857,
038500,삼표시멘트,,,00239639,
038530,케이바이오랩스,,,00255105,
038540,상상인,,,00306162,
038620,위즈코프,,,00264228,
038680,에스넷,,,00264635,
038690,에이스일렉트로닉스,,,00264556,
038710,콜마파마,,,00334615,
038720,유일엔시스,,,00264802,
038810,포이보스,,,00264769,
038830,케이엠에스,,,00271431,
038870,에코심플렉스,,,00287812,
038880,아이에이,,,00252269,
038920,에이치에스씨홀딩스,,,00265342,
038950,파인디지털,,,00264732,
038960,현주컴퓨터,,,00244330,
038980,이지클럽,,,00229827,
038990,넥스콘테크놀러지,,,00264644,
039000,써미트테크놀로지,,,00275710,
039010,현대에이치티,,,00255044,
039020,이건홀딩스,,,00184889,
039030,이오테크닉스,,,00246417,
039040,유니텍전자,,,00265078,
039060,아이비진,,,00264839,
039110,에스피컴텍,,,00268181,
039130,하나투어,,,00269940,
039200,오스코텍,,,00263654,
039230,제이앤케이인더스트리,,,00295370,
039240,경남스틸,,,00206039,
039290,인포뱅크,,,00243757,
039310,세중,,,00264671,
039340,한국경제TV,,,00263371,
039350,헤파호프코리아,,,00267094,
039390,윌텍정보통신,,,00270405,
039420,케이엘넷,,,00246620,
039440,에스티아이,,,00298340,
039490,키움증권,,,00296290,
039530,씨앤케이인터내셔널,,,00252755,
039560,다산네트웍스,,,00268251,
039570,HDC랩스,,,00350312,
039580,피코소프트,,,00264185,
039610,화성밸브,,,00217743,
039670,스포츠서울,,,00298687,
039740,한국정보공학,,,00261957,
039790,위노바,,,00261735,
039830,오로라,,,00141556,
039840,디오,,,00115931,
039850,태창파로스,,,00246347,
039860,나노엔텍,,,00230425,
039870,피케이엘,,,00222213,
039980,폴라리스AI,,,00369213,
039990,코아정보시스템,,,00259855,
040020,사라콤,,,00271413,
040130,엔플렉스,,,00264529,
040160,누리플렉스,,,00269889,
040180,대양글로벌,,,00269773,
040300,YTN,,,00200275,
040350,크레오에스지,,,00346407,
040420,정상제이엘에스,,,00287788,
040610,SG&G,,,00264714,
040670,와이즈파워,,,00248123,
040740,아인스엠앤엠,,,00262682,
040910,아이씨디,,,00298377,
041020,폴라리스오피스,,,00269852,
041030,이루넷,,,00257529,
041060,아라온테크,,,00264857,
041140,넥슨지티,,,00266943,
041190,우리기술투자,,,00231664,
041310,모빌링크텔레콤,,,00263991,
041320,보홍,,,00269287,
041440,현대에버다임,,,00228536,
041450,인네트,,,00269339,
041460,한국전자인증,,,00361169,
041500,디비엘,,,00291152,
041510,에스엠,,,00260930,
041520,이엘씨,,,00137289,
041550,쎄라텍,,,00138376,
041590,플래스크,,,00297448,
041630,인젠,,,00352295,
041650,상신브레이크,,,00129642,
041800,코디콤,,,00287724,
041830,인바디,,,00269922,
041910,폴라리스AI파마,,,00463342,
041920,메디아나,,,00273439,
041930,SY동아,,,00199988,
041940,한텔,,,00294371,
041960,코미팜,,,00187415,
042000,카페24,,,00260879,
042040,케이피엠테크,,,00206686,
042100,현대오토넷,,,00297165,
042110,에스씨디,,,00171867,
042340,대국,,,00264848,
042370,비츠로테크,,,00103644,
042420,네오위즈홀딩스,,,00266952,
042500,링네트,,,00352499,
042510,라온시큐어,,,00255433,
042520,한스바이오메드,,,00349060,
042570,퓨쳐비젼,,,00288653,
042600,새로닉스,,,00147994,
042660,한화오션,,,00111704,
042670,에이치디현대인프라코어,,,00344287,
042700,한미반도체,,,00161383,
042820,어울림네트웍스,,,00264741,
042870,에코페트로시스템,,,00268297,
042940,상지건설,,,00232007,
042950,미래에셋새천년코리아벤처펀드일호,,,00318839,
042960,창민테크,,,00267021,
043090,더테크놀로지,,,00351454,
043100,알파AI,,,00220109,
043150,바텍,,,00264255,
043200,파루,,,00266934,
043220,티에스넥스젠,,,00317487,
043260,성호전자,,,00317210,
043290,케이맥,,,00297961,
043340,에쎈테크,,,00203209,
043360,디지아이,,,00295547,
043370,피에이치에이,,,00155151,
043580,에임하이글로벌,,,00222806,
043590,웰킵스하이텍,,,00260611,
043610,KT지니뮤직,,,00223762,
043630,지앤알,,,00267474,
043650,국순당,,,00256715,
043680,스톰이앤에프,,,00264796,
043690,테크메이트,,,00271352,
043710,코스리거글로벌,,,00305570,
043790,옥션,,,00264130,
043890,티브로드한빛방송,,,00270432,
043910,자연과환경,,,00418379,
044060,조광아이엘아이,,,00291860,
044070,한서제약,,,00301015,
044180,KD,,,00111218,
044340,위닉스,,,00293886,
044370,조이토토,,,00268482,
044380,주연테크,,,00269241,
044440,솔빛미디어,,,00267669,
044450,KSS해운,,,00160232,
044480,빌리언스,,,00173449,
044490,태웅,,,00186799,
044640,동부씨엔아이,,,00240370,
044770,에이엠에스,,,00264103,
044780,에이치케이,,,00235183,
044820,코스맥스비티아이,,,00219574,
044960,이글벳,,,00145473,
044990,에이치엔에스하이텍,,,00311216,
045050,글라소울,,,00272412,
045060,오공,,,00220969,
045100,한양이엔지,,,00216762,
045260,디에이치패션,,,00264981,
045290,포네이처,,,00263885,
045300,성우테크론,,,00350482,
045310,이레전자산업,,,00303837,
045340,토탈소프트,,,00355089,
045380,더존디지털웨어,,,00295875,
045390,대아티아이,,,00318316,
045400,이롬텍,,,00348140,
045470,에이프로테크놀로지,,,00264811,
045510,정원엔시스,,,00147772,
045520,크린앤사이언스,,,00185222,
045660,에이텍,,,00256502,
045710,온미디어,,,00369675,
045760,한국통신데이타,,,00347619,
045820,LG파워콤,,,00318617,
045880,유티엑스,,,00344746,
045890,금빛,,,00455112,
045920,화림모드,,,00248406,
045970,코아시아,,,00271501,
046000,모디아,,,00318477,
046070,코다코,,,00295857,
046110,한일네트웍스,,,00277736,
046120,오르비텍,,,00297989,
046140,스튜디오에스,,,00280688,
046210,HLB파나진,,,00172079,
046240,에스브이에이치,,,00268358,
046310,백금T&A,,,00360036,
046320,엠트론스토리지테크놀로지,,,00252588,
046350,에듀아크,,,00250775,
046390,삼화네트웍스,,,00301112,
046400,휴스토리,,,00263140,
046430,알에스넷,,,00207436,
046440,KG파이낸셜,,,00405278,
046720,엔하이테크,,,00334767,
046810,코리언일랙트로닉스파워소스,,,00252658,
046840,자유투어,,,00343127,
046890,서울반도체,,,00130763,
046940,우원개발,,,00363246,
046970,우리로,,,00296005,
047040,대우건설,,,00124540,
047050,포스코인터내셔널,,,00124504,
047060,덴소코리아,,,00334244,
047080,한빛소프트,,,00348292,
047310,파워로직스,,,00269612,
047370,에프아이투어,,,00325981,
047400,유니온머티리얼,,,00369833,
047420,레이더스컴퍼니,,,00330017,
047440,디케이씨,,,00324104,
047450,이앤텍,,,00215107,
047560,이스트소프트,,,00273420,
047600,세계투어,,,00258944,
047610,월드텔레콤,,,00257361,
047710,액티투오,,,00348557,
047730,텔라움,,,00304401,
047770,코데즈컴바인,,,00329093,
047810,한국항공우주,,,00309503,
047820,초록뱀미디어,,,00299464,
047920,HLB제약,,,00336817,
047940,비엔디,,,00329084,
048130,에스피코프,,,00345499,
048140,태광이엔시,,,00320807,
048150,모닷텔,,,00384452,
048260,오스템임플란트,,,00341916,
048270,포넷,,,00328854,
048410,현대바이오,,,00313649,
048430,유라테크,,,00201742,
048460,엑큐리스,,,00275260,
048470,대동스틸,,,00109268,
048510,테스텍,,,00331760,
048530,인트론바이오,,,00292434,
048540,하이콤정보통신,,,00309983,
048550,SM C&C,,,00185046,
048640,엠엔에프씨,,,00236368,
048760,브이케이,,,00275808,
048770,TPC로보틱스,,,00108649,
048830,엔피케이,,,00108490,
048870,시너지이노베이션,,,00475985,
048910,대원미디어,,,00351807,
049000,예당컴퍼니,,,00252393,
049070,인탑스,,,00226866,
049080,기가레인,,,00377018,
049120,파인디앤씨,,,00350020,
049130,하우리,,,00352000,
049180,셀루메드,,,00310156,
049370,씨제이엔터테인먼트,,,00330406,
049430,코메론,,,00152783,
049470,비트플래닛,,,00351579,
049480,오픈베이스,,,00335076,
049520,유아이엘,,,00256380,
049550,잉크테크,,,00261656,
049630,재영솔루텍,,,00147082,
049690,포휴먼,,,00331733,
049720,고려신용정보,,,00336297,
049770,동원F&B,,,00340917,
049800,우진플라임,,,00303217,
049830,승일,,,00135467,
049950,미래컴퍼니,,,00447760,
049960,쎌바이오텍,,,00357430,
050050,유아이에너지,,,00262123,
050090,비케이홀딩스,,,00369569,
050110,캠시스,,,00330044,
050120,ES큐브,,,00175623,
050320,에스에이치엔엘,,,00245898,
050470,씨티앤티,,,00334493,
050540,엠피씨플러스,,,00302078,
050600,세라온홀딩스,,,00296069,
050640,이룸지엔지,,,00439053,
050760,에스폴리텍,,,00340272,
050860,아세아텍,,,00138747,
050890,쏠리드,,,00364403,
050960,수산아이앤티,,,00577016,
051160,지어소프트,,,00389110,
051170,썬코어,,,00202778,
051310,플랜텍,,,00181934,
051360,토비스,,,00390365,
051370,인터플렉스,,,00369170,
051380,피씨디렉트,,,00297934,
051390,YW,,,00296263,
051490,나라엠앤디,,,00297095,
051500,CJ프레시웨이,,,00127954,
051530,굿이엠지,,,00300779,
051600,한전KPS,,,00159218,
051630,진양화학,,,00347734,
051710,디에스,,,00314888,
051780,큐로홀딩스,,,00296324,
051810,모보,,,00347442,
051820,아이피에스,,,00247887,
051900,LG생활건강,,,00356370,
051910,LG화학,,,00356361,
051980,중앙첨단소재,,,00347716,
052020,에스티큐브,,,00273110,
052190,세영디앤씨,,,00347877,
052210,엠씨티티코어,,,00262275,
052220,iMBC,,,00370006,
052260,현대바이오랜드,,,00347062,
052270,우전,,,00291231,
052290,트레이스,,,00348177,
052300,오션인더블유,,,00349811,
052310,에이치원바이오,,,00347363,
052330,코텍,,,00305297,
052350,코아에스앤아이,,,00345657,
052400,코나아이,,,00349732,
052420,오성첨단소재,,,00350048,
052460,아이크래프트,,,00405719,
052510,에코솔루션,,,00346966,
052560,삼성수산,,,00339063,
052600,한네트,,,00244783,
052640,제네시스엔알디,,,00347840,
052650,이디디컴퍼니,,,00329677,
052670,제일바이오,,,00185505,
052690,한전기술,,,00159209,
052710,아모텍,,,00298447,
052770,아이톡시,,,00346911,
052790,액토즈소프트,,,00348034,
052810,아시아미디어홀딩스,,,00355292,
052860,아이앤씨,,,00365758,
052880,모아에스앤에스,,,00350251,
052900,KX하이텍,,,00276834,
052960,태양3C,,,00302236,
052970,올리브나인,,,00362089,
053000,우리금융지주,,,00375302,
053030,바이넥스,,,00216027,
053040,블루젬디앤씨,,,00349468,
053050,지에스이,,,00351995,
053060,세동,,,00133663,
053070,트리니티,,,00262044,
053080,케이엔솔,,,00304076,
053110,소리바다,,,00352718,
053160,프리엠스,,,00352064,
053170,코스모스피엘씨,,,00353683,
053200,디이시스,,,00348788,
053210,케이티스카이라이프,,,00349097,
053250,엔에스아이,,,00348052,
053260,금강철강,,,00105475,
053270,구영테크,,,00202060,
053280,예스24,,,00362858,
053290,NE능률,,,00363927,
053300,한국정보인증,,,00306454,
053320,제네시스디벨롭먼트홀딩스,,,00350738,
053330,영진코퍼레이션,,,00356158,
053350,이니텍,,,00353610,
053440,성우몰드,,,00208301,
053450,세코닉스,,,00351630,
053470,오페스,,,00311298,
053580,웹케시,,,00323868,
053590,한국테크놀로지,,,00355548,
053610,프로텍,,,00325112,
053620,태양,,,00186717,
053660,현진소재,,,00188715,
053690,한미글로벌,,,00413523,
053700,삼보모터스,,,00351092,
053740,국제엘렉트릭코리아,,,00218052,
053800,안랩,,,00298270,
053810,아이팩토리,,,00351047,
053870,지티앤티,,,00351269,
053890,미디어코프,,,00308948,
053950,경남제약,,,00307028,
053980,오상자이엘,,,00226547,
054010,선팩테크,,,00299376,
054020,지케이파워,,,00349787,
054040,한국컴퓨터,,,00303396,
054050,NH농우바이오,,,00176835,
054080,우주통신,,,00236021,
054090,삼진엘앤디,,,00239514,
054120,더체인지,,,00359094,
054150,뉴젠아이씨티,,,00350118,
054170,엔빅스,,,00300566,
054180,메디콕스,,,00356839,
054210,이랜텍,,,00206659,
054220,비츠로시스,,,00201432,
054250,예일바이오텍,,,00220446,
054300,팬스타엔터프라이즈,,,00339072,
054340,피앤텔,,,00302120,
054370,업필,,,00358730,
054410,케이피티유,,,00357607,
054440,엠텍반도체,,,00356644,
054450,텔레칩스,,,00423177,
054530,신한SIT,,,00267720,
054540,삼영엠텍,,,00250614,
054620,APS,,,00296078,
054630,에이디칩스,,,00356927,
054650,뉴젠비아이티,,,00362380,
054670,대한뉴팜,,,00207375,
054780,키이스트,,,00353762,
054790,제이엠피,,,00234449,
054800,아이디스홀딩스,,,00359580,
054920,한컴위드,,,00363592,
054930,유신,,,00144650,
054940,엑사이엔씨,,,00360577,
054950,제이브이엠,,,00361381,
055000,동서정보기술,,,00358545,
055250,다휘,,,00353735,
055490,테이팩스,,,00256955,
055550,신한지주,,,00382199,
055810,케이티씨텔레콤,,,00367598,
055970,에너윈,,,00364227,
056000,코원플레이,,,00361266,
056010,아이스테이션,,,00386557,
056020,쿨투,,,00364670,
056060,세니콘,,,00305695,
056080,유진로봇,,,00234227,
056090,시지메드텍,,,00346610,
056140,리더컴,,,00359614,
056190,에스에프에이,,,00358271,
056200,엠넷미디어,,,00335562,
056340,씨유전자,,,00361114,
056360,코위버,,,00360674,
056500,슈마일렉트론,,,00350224,
056700,신화인터텍,,,00228350,
056710,미리넷,,,00361035,
056730,CNT85,,,00318662,
056810,위다스,,,00351153,
056850,코어비트,,,00358095,
057030,YBM넷,,,00307222,
057050,현대홈쇼핑,,,00412597,
057100,하이스마텍,,,00350057,
057110,아이티센네트웍스,,,00366164,
057330,플래닛팔이,,,00301626,
057500,에스케이엔펄스,,,00307189,
057540,옴니시스템,,,00265005,
057680,티사이언티픽,,,00372688,
057880,푸른소나무,,,00410739,
058110,멕아이씨에스,,,00270113,
058220,아리온테크놀로지,,,00441128,
058370,비엔씨컴퍼니,,,00372989,
058400,KNN,,,00208134,
058420,제이웨이,,,00359474,
058430,포스코스틸리온,,,00155258,
058450,한주에이알티,,,00146427,
058470,리노공업,,,00369657,
058480,해원에스티,,,00252001,
058530,헬스커넥트,,,00353018,
058550,네오리소스,,,00370547,
058610,에스피지,,,00220686,
058630,엠게임,,,00397058,
058650,세아홀딩스,,,00377610,
058680,오브제,,,00246657,
058690,퓨쳐인포넷,,,00225210,
058730,다스코,,,00353878,
058820,CMG제약,,,00380429,
058850,KTcs,,,00372882,
058860,KTis,,,00372873,
058900,투미비티,,,00392600,
058970,엠로,,,00396925,
059090,미코,,,00366942,
059100,아이컴포넌트,,,00407285,
059120,아진엑스텍,,,00404288,
059180,엔더블유시,,,00341314,
059210,메타바이오메드,,,00317681,
059270,해성에어로보틱스,,,00453442,
059720,야호커뮤니케이션,,,00348007,
060000,국민은행,,,00386937,
060150,인선이엔티,,,00375931,
060230,제이케이시냅스,,,00363510,
060240,스타코링크,,,00373571,
060250,NHN KCP,,,00357740,
060260,뉴보텍,,,00351375,
060280,큐렉소,,,00356802,
060300,레드로버,,,00364795,
060310,3S,,,00378363,
060370,LS마린솔루션,,,00225742,
060380,동양에스텍,,,00178851,
060410,베스트플로우,,,00377814,
060480,국일신동,,,00203847,
060540,에스에이티,,,00379229,
060550,우수씨엔에스,,,00360540,
060560,HC홈센타,,,00288495,
060570,드림어스컴퍼니,,,00364467,
060590,씨티씨바이오,,,00362292,
060660,한도하이테크,,,00363033,
060670,유퍼트,,,00299686,
060720,KH바텍,,,00378628,
060750,제이콤,,,00316488,
060850,영림원소프트랩,,,00532129,
