stock_code,stock_name,industry_code,peer_stock_codes,peer_stock_names,business_tags,sector,industry,business_model,source
302440,SK바이오사이언스,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
302550,리메드,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
303030,지니틱스,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
303360,프로티아,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
303530,이노뎁,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
303810,동국생명과학,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
304100,솔트룩스,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
304360,에스바이오메딕스,286,196170|950160|298380|087010|347850|145020,알테오젠|코오롱티슈진|에이비엘바이오|펩트론|디앤디파마텍|휴젤,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
304840,피플바이오,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
305090,마이크로디지탈,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
306040,에스제이그룹,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
306200,세아제강,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
306620,지아이에스,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
307180,아이엘,269,213420|108320|046890|171090|272290|265520,덕산네오룩스|LX세미콘|서울반도체|선익시스템|이녹스첨단소재|AP시스템,semiconductors|materials|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
307280,원바이오젠,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
307750,국전,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
307870,비투엔,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
307930,컴퍼니케이,277,100790|027360|041190|026890|241520|293580,미래에셋벤처투자|아주IB투자|우리기술투자|스틱인베스트먼트|DSC인베스트먼트|나우IB,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
307950,현대오토에버,267,018260|064400|377300|022100|181710|052400,삼성에스디에스|LG씨엔에스|카카오페이|포스코DX|NHN|코나아이,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
308080,바이젠셀,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
308100,형지글로벌,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
308170,씨티알모빌리티,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
308430,셀비온,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
309710,아이티켐,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
309930,조이웍스앤코,303,009240|003800|016800|013890|079430|134790,한샘|에이스침대|퍼시스|지누스|현대리바트|시디즈,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
309960,LB인베스트먼트,277,100790|027360|041190|026890|241520|293580,미래에셋벤처투자|아주IB투자|우리기술투자|스틱인베스트먼트|DSC인베스트먼트|나우IB,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
310200,애니플러스,285,352820|035900|041510|122870|079160|035760,하이브|JYP Ent.|에스엠|와이지엔터테인먼트|CJ CGV|CJ ENM,media entertainment,Communication Services,Media and Entertainment,"Content production, distribution, and advertising",NAVER_STOCK_INDUSTRY_COMPARE
310210,보로노이,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
310870,디와이씨,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
311320,지오엘리먼트,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
311390,네오크레마,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
311690,CJ 바이오사이언스,262,226950|096530|127120|445680|475960|182400,올릭스|씨젠|제이에스링크|큐리옥스바이오시스템즈|토모큐브|엔케이젠바이오텍코리아,biotech|software platform,Health Care,Biotechnology,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
312610,에이에프더블류,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
313760,캐리,283,373220|006400|247540|066970|450080|043260,LG에너지솔루션|삼성SDI|에코프로비엠|엘앤에프|에코프로머티|성호전자,semiconductors|battery|energy|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
314130,지놈앤컴퍼니,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
314140,알피바이오,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
314930,바이오다인,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
315640,딥노이드,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
316140,우리금융지주,301,105560|055550|086790|024110|323410|138930,KB금융|신한지주|하나금융지주|기업은행|카카오뱅크|BNK금융지주,banking|financials|software platform|holding company,Financials,Banks,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
317120,라닉스,294,489790|010170|218410|189300|032500|050890,한화비전|대한광통신|RFHIC|인텔리안테크|케이엠더블유|쏠리드,software platform|telecommunications,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
317240,TS트릴리온,297,009770|053620|012690|318410|233990|033050,삼정펄프|태양|모나리자|비비씨|질경이|제이엠아이,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
317330,덕산테코피아,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
317400,자이에스앤디,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
317450,명인제약,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
317530,에피소드컴퍼니,300,035420|035720|067160|376300|300080|408920,NAVER|카카오|SOOP|디어유|플리토|메쎄이상,software platform,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
317690,퀀타매트릭스,262,226950|096530|127120|445680|475960|182400,올릭스|씨젠|제이에스링크|큐리옥스바이오시스템즈|토모큐브|엔케이젠바이오텍코리아,biotech|software platform,Health Care,Biotechnology,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
317770,엑스페릭스,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy,Information Technology,Semiconductors,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
317830,에스피시스템스,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,software platform|construction|industrial machinery,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
317850,대모,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
317870,엔바이오니아,298,021240|009450|192400|065350|284740|270660,코웨이|경동나비엔|쿠쿠홀딩스|신성델타테크|쿠쿠홈시스|에브리봇,biotech|software platform|holding company,Health Care,Biotechnology,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
318000,KBG,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
318010,팜스빌,316,214370|085660|376270|200130|144510|194700,케어젠|차바이오텍|HEM파마|콜마비앤에이치|지씨셀|노바렉스,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
318020,포인트모바일,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy,Information Technology,Semiconductors,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
318060,그래피,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
318160,셀바이오휴먼텍,266,278470|090430|051900|483650|161890|192820,에이피알|아모레퍼시픽|LG생활건강|달바글로벌|한국콜마|코스맥스,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
318410,비비씨,297,009770|053620|012690|233990|033050|317240,삼정펄프|태양|모나리자|질경이|제이엠아이|TS트릴리온,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
319400,현대무벡스,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
319660,피에스케이,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
320000,한울반도체,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy,Information Technology,Semiconductors,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
321260,프로이천,269,213420|108320|046890|171090|272290|265520,덕산네오룩스|LX세미콘|서울반도체|선익시스템|이녹스첨단소재|AP시스템,semiconductors|materials|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
321370,센서뷰,294,489790|010170|218410|189300|032500|050890,한화비전|대한광통신|RFHIC|인텔리안테크|케이엠더블유|쏠리드,software platform|telecommunications,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
321550,티움바이오,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
321820,아티스트컴퍼니,285,352820|035900|041510|122870|079160|035760,하이브|JYP Ent.|에스엠|와이지엔터테인먼트|CJ CGV|CJ ENM,media entertainment,Communication Services,Media and Entertainment,"Content production, distribution, and advertising",NAVER_STOCK_INDUSTRY_COMPARE
322000,HD현대에너지솔루션,295,009830|336260|112610|475150|083650|100090,한화솔루션|두산퓨얼셀|씨에스윈드|SK이터닉스|비에이치아이|SK오션플랜트,battery|energy|software platform|industrial machinery,Industrials,Battery and Energy Storage,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
322180,LS티라유텍,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
322310,오로스테크놀로지,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|software platform|construction,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
322510,제이엘케이,288,458870|328130|394800|071200|032620|380550,씨어스|루닛|쓰리빌리언|인피니트헬스케어|GC메디아이|뉴로핏,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
322780,코퍼스코리아,285,352820|035900|041510|122870|079160|035760,하이브|JYP Ent.|에스엠|와이지엔터테인먼트|CJ CGV|CJ ENM,media entertainment,Communication Services,Media and Entertainment,"Content production, distribution, and advertising",NAVER_STOCK_INDUSTRY_COMPARE
323280,태성,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy,Information Technology,Semiconductors,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
323350,다원넥스뷰,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
323410,카카오뱅크,301,105560|055550|086790|316140|024110|138930,KB금융|신한지주|하나금융지주|우리금융지주|기업은행|BNK금융지주,banking|financials|software platform|holding company,Financials,Banks,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
323990,박셀바이오,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
326030,에스케이바이오팜,261,207940|068270|0126Z0|000100|141080|000250,삼성바이오로직스|셀트리온|삼성에피스홀딩스|유한양행|리가켐바이오|삼천당제약,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
327260,RF머트리얼즈,284,012450|064350|079550|047810|272210|032820,한화에어로스페이스|현대로템|LIG디펜스앤에어로스페이스|한국항공우주|한화시스템|우리기술,software platform|aerospace,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
328130,루닛,288,458870|394800|071200|032620|380550|322510,씨어스|쓰리빌리언|인피니트헬스케어|GC메디아이|뉴로핏|제이엘케이,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
328380,솔트웨어,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
329180,HD현대중공업,291,042660|009540|010140|267250|443060|082740,한화오션|HD한국조선해양|삼성중공업|HD현대|HD현대마린솔루션|한화엔진,software platform|industrial machinery|shipbuilding,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
330350,위더스제약,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
330590,롯데리츠,280,395400|451800|365550|293940|094800|448730,SK리츠|한화리츠|ESR켄달스퀘어리츠|신한알파리츠|맵스리얼티|삼성FN리츠,real estate,Real Estate,Real Estate,Real estate ownership and leasing,NAVER_STOCK_INDUSTRY_COMPARE
330730,스톤브릿지벤처스,277,100790|027360|041190|026890|241520|293580,미래에셋벤처투자|아주IB투자|우리기술투자|스틱인베스트먼트|DSC인베스트먼트|나우IB,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
330860,네패스아크,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
331380,포커스에이아이,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy,Information Technology,Semiconductors,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
331520,밸로프,263,259960|036570|251270|263750|462870|192080,크래프톤|NC|넷마블|펄어비스|시프트업|더블유게임즈,gaming,Communication Services,Interactive Entertainment,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
331740,아우토크립트,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
331920,셀레믹스,286,196170|950160|298380|087010|347850|145020,알테오젠|코오롱티슈진|에이비엘바이오|펩트론|디앤디파마텍|휴젤,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
332290,누보,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
332370,아이디피,293,046970|093190|054800|045660|049480|049550,우리로|빅솔론|아이디스홀딩스|에이텍|오픈베이스|잉크테크,software platform|holding company,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
332570,PS일렉트로닉스,292,204270|000670|025320|290550|097520|192650,제이앤티씨|영풍|시노펙스|디케이티|엠씨넥스|드림텍,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
333050,이노테나,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
333430,일승,291,329180|042660|009540|010140|267250|443060,HD현대중공업|한화오션|HD한국조선해양|삼성중공업|HD현대|HD현대마린솔루션,software platform|industrial machinery|shipbuilding,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
333620,엔시스,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy,Information Technology,Semiconductors,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
334890,이지스밸류플러스리츠,280,395400|330590|451800|365550|293940|094800,SK리츠|롯데리츠|한화리츠|ESR켄달스퀘어리츠|신한알파리츠|맵스리얼티,real estate,Real Estate,Real Estate,Real estate ownership and leasing,NAVER_STOCK_INDUSTRY_COMPARE
334970,프레스티지바이오로직스,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
335810,프리시젼바이오,262,226950|096530|127120|445680|475960|182400,올릭스|씨젠|제이에스링크|큐리옥스바이오시스템즈|토모큐브|엔케이젠바이오텍코리아,biotech|software platform,Health Care,Biotechnology,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
335870,윙스풋,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
336060,웨이버스,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
336260,두산퓨얼셀,295,009830|112610|475150|083650|322000|100090,한화솔루션|씨에스윈드|SK이터닉스|비에이치아이|HD현대에너지솔루션|SK오션플랜트,battery|energy|software platform|industrial machinery,Industrials,Battery and Energy Storage,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
336370,솔루스첨단소재,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy|materials,Information Technology,Semiconductors,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
336570,원텍,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
336680,탑런토탈솔루션,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
337930,젝시믹스,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
338100,NH프라임리츠,280,395400|330590|451800|365550|293940|094800,SK리츠|롯데리츠|한화리츠|ESR켄달스퀘어리츠|신한알파리츠|맵스리얼티,real estate,Real Estate,Real Estate,Real estate ownership and leasing,NAVER_STOCK_INDUSTRY_COMPARE
338220,뷰노,288,458870|328130|394800|071200|032620|380550,씨어스|루닛|쓰리빌리언|인피니트헬스케어|GC메디아이|뉴로핏,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
338840,와이바이오로직스,286,196170|950160|298380|087010|347850|145020,알테오젠|코오롱티슈진|에이비엘바이오|펩트론|디앤디파마텍|휴젤,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
339770,교촌에프앤비,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
339950,아이비김영,290,215200|461300|068930|072870|067280|475580,메가스터디교육|아이스크림미디어|디지털대성|메가스터디|멀티캠퍼스|에이럭스,energy|media entertainment|education,Energy,Energy Infrastructure,"Content production, distribution, and advertising",NAVER_STOCK_INDUSTRY_COMPARE
340360,다보링크,294,489790|010170|218410|189300|032500|050890,한화비전|대한광통신|RFHIC|인텔리안테크|케이엠더블유|쏠리드,software platform|telecommunications,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
